Epoch,Lr,Valid_loss,Jaccard,DSC,SEN,SPE,PPV
0,0.001,0.3226050663702559,0.5096104145050049,0.652113676071167,0.7650259733200073,0.9983515739440918,0.6455656290054321
1,0.001,0.29531440227338585,0.5236710906028748,0.6661658883094788,0.8135881423950195,0.9981305003166199,0.6194002032279968
2,0.001,0.8569599201183508,0.12416192144155502,0.17051734030246735,0.12898947298526764,0.9999760389328003,0.40803971886634827
3,0.001,0.27896345546930146,0.5679042339324951,0.7026484608650208,0.7833243608474731,0.9986236691474915,0.7020671963691711
4,0.001,0.292968485024896,0.48918306827545166,0.6364794373512268,0.8944444060325623,0.9967544674873352,0.5326939225196838
5,0.001,0.38144688441021607,0.36736541986465454,0.5149106979370117,0.959575891494751,0.9925134181976318,0.3781050741672516
6,0.001,0.2919697436955896,0.5387040972709656,0.6781036853790283,0.799838125705719,0.9979155659675598,0.6514970064163208
7,0.001,0.3020762712648599,0.4898237884044647,0.6352589726448059,0.8646936416625977,0.9962514638900757,0.5432997345924377
8,0.001,0.3780099590225975,0.5047851204872131,0.6297886371612549,0.6390748620033264,0.9992639422416687,0.7374165058135986
9,0.001,0.36337597771446306,0.5115201473236084,0.6444626450538635,0.6534306406974792,0.9992043375968933,0.7362173199653625
10,0.001,0.3408528796517023,0.520910382270813,0.6556557416915894,0.6977653503417969,0.9988979697227478,0.7169442772865295
11,0.001,0.3860944137714877,0.49681326746940613,0.6232959628105164,0.6274172067642212,0.9992236495018005,0.7308675646781921
12,0.001,0.2819218411303983,0.5619433522224426,0.6940117478370667,0.7962262630462646,0.9984835982322693,0.683294415473938
13,0.001,0.31700096685107393,0.5320449471473694,0.6667481660842896,0.7524468898773193,0.9986931085586548,0.6896553635597229
14,0.001,0.372464380641975,0.38993221521377563,0.5392254590988159,0.8988720178604126,0.9937183856964111,0.41609054803848267
15,0.001,0.2928388012517797,0.5142287611961365,0.6531367897987366,0.8603382706642151,0.9968662858009338,0.5786877870559692
16,0.001,0.2740517524209353,0.5668423175811768,0.6982241868972778,0.8111799955368042,0.9984248876571655,0.6759785413742065
17,0.001,0.35565133968202195,0.5267091393470764,0.6563699841499329,0.6510066986083984,0.9993058443069458,0.7634439468383789
18,0.001,0.2880339032352561,0.5758392810821533,0.7056431770324707,0.7526270151138306,0.9988972544670105,0.7389537692070007
19,0.001,0.2579990041137922,0.562736988067627,0.6981412768363953,0.8638226985931396,0.9977450370788574,0.6360991597175598
20,0.001,0.2464805499161824,0.5753586888313293,0.7086135149002075,0.8740946650505066,0.997805655002594,0.6436161398887634
21,0.001,0.26641440509569525,0.5963236689567566,0.7245805859565735,0.7764824628829956,0.9987619519233704,0.7366806268692017
22,0.001,0.2546359949772901,0.5937309861183167,0.7244302034378052,0.8097487092018127,0.9985544681549072,0.7068313360214233
23,0.001,0.5535250760541104,0.3763006925582886,0.4580582082271576,0.4465574622154236,0.9997018575668335,0.6043716073036194
24,0.001,0.40537779106952176,0.484904021024704,0.6078924536705017,0.6049491763114929,0.9994118213653564,0.7369998097419739
25,0.001,0.317582896440336,0.5608652234077454,0.6866637468338013,0.702582597732544,0.9991853833198547,0.7547590136528015
26,0.001,0.29893888636390764,0.5678071975708008,0.6944555044174194,0.7418361902236938,0.9989416599273682,0.7281500101089478
27,0.001,0.25604533322966927,0.595376193523407,0.7245509624481201,0.8022647500038147,0.9987146258354187,0.7161840796470642
28,0.001,0.3094172713780167,0.5661662220954895,0.6925551891326904,0.7149573564529419,0.9992126822471619,0.7547893524169922
29,0.001,0.2591882407075108,0.5796570181846619,0.7098072171211243,0.8283291459083557,0.9980756640434265,0.671865701675415
30,0.001,0.3287471343975256,0.5543565154075623,0.6811460852622986,0.6817671060562134,0.999312698841095,0.7718473076820374
31,0.001,0.28056761179820144,0.5562784075737,0.6901843547821045,0.8082087635993958,0.9983639121055603,0.6705012321472168
32,0.001,0.4093971234737056,0.4871712923049927,0.6053342819213867,0.5951591730117798,0.9994628429412842,0.7518526315689087
33,0.001,0.2702805281865715,0.5972928404808044,0.7244947552680969,0.7657614946365356,0.9989082217216492,0.7483441233634949
34,0.001,0.28549646091933295,0.5805175304412842,0.7090848088264465,0.7504718899726868,0.9990062117576599,0.7500659227371216
35,0.001,0.3123945458100574,0.5431254506111145,0.67486572265625,0.7439553737640381,0.9987401962280273,0.7026758193969727
36,0.001,0.3184530310111471,0.5565258860588074,0.6858434677124023,0.7077356576919556,0.9991220235824585,0.7613840699195862
37,0.001,0.2951279754685883,0.5728932023048401,0.7058771252632141,0.7339392900466919,0.9989402294158936,0.7531168460845947
38,0.001,0.28491594708792056,0.5706474184989929,0.7028126120567322,0.7693719863891602,0.9986369013786316,0.7145728468894958
39,0.001,0.2930647884265031,0.5782735347747803,0.7056009769439697,0.733750581741333,0.999100387096405,0.7544130682945251
40,0.001,0.3411630923205083,0.5477994084358215,0.6711708903312683,0.6625546216964722,0.9993131160736084,0.7596922516822815
41,0.001,0.36863714810645226,0.5189522504806519,0.6420961022377014,0.6407260298728943,0.9993506669998169,0.7572229504585266
42,0.001,0.2745659386757577,0.5831659436225891,0.7123030424118042,0.7777400016784668,0.9987560510635376,0.719302773475647
43,0.001,0.26466013299356594,0.5985475778579712,0.726323127746582,0.7817004323005676,0.9987987279891968,0.7460379600524902
44,0.001,0.2940275533364551,0.5776938199996948,0.7057130336761475,0.7340134978294373,0.9990584850311279,0.7559546828269958
45,0.001,0.31301504314535916,0.5661921501159668,0.6920925974845886,0.7026557326316833,0.9992401599884033,0.7634282112121582
46,0.001,0.3262450724545092,0.5570656657218933,0.6810092329978943,0.6869335770606995,0.9992645382881165,0.7639586925506592
47,0.001,0.3347243412886516,0.5561351180076599,0.6739221811294556,0.672146737575531,0.9993698000907898,0.7574280500411987
48,0.001,0.2580355901529293,0.5926576256752014,0.7224087119102478,0.8061788082122803,0.9984918236732483,0.7107617259025574
49,0.001,0.2732572307681093,0.5887085199356079,0.7164905667304993,0.7705040574073792,0.9989004731178284,0.7372758984565735
50,0.001,0.4039856821003527,0.4970545470714569,0.610950231552124,0.5953646898269653,0.9995080828666687,0.7486291527748108
51,0.001,0.2809898357580204,0.5884852409362793,0.7138556838035583,0.7562193274497986,0.9990277886390686,0.7459995746612549
52,0.001,0.2652908492796492,0.5984835624694824,0.7246087789535522,0.7818436026573181,0.9986589550971985,0.7340742349624634
53,0.001,0.2475644084486631,0.6060611009597778,0.7327905297279358,0.8148180842399597,0.9986246228218079,0.7234389185905457
54,0.001,0.2958231845704636,0.5698494911193848,0.6940304636955261,0.7456390857696533,0.9989652037620544,0.7240586280822754
55,0.001,0.25605117212427725,0.5928550958633423,0.7204545736312866,0.8124157190322876,0.9986342787742615,0.7058857679367065
56,0.001,0.27602263547406336,0.5768765807151794,0.7103816270828247,0.7766095399856567,0.9986475706100464,0.7151731848716736
57,0.001,0.3069415062961012,0.5689778923988342,0.6935940980911255,0.7147319316864014,0.9992097616195679,0.7531280517578125
58,0.001,0.27475016069884345,0.5968379378318787,0.7211475968360901,0.7576339244842529,0.9990546703338623,0.7542309165000916
59,0.001,0.28684762562855637,0.5681167244911194,0.6979258060455322,0.7671529650688171,0.9988417625427246,0.712060809135437
60,0.001,0.35347678165624635,0.5300483107566833,0.6573045253753662,0.6536884903907776,0.9992883205413818,0.7642314434051514
61,0.001,0.30532091619944807,0.5696525573730469,0.6975004076957703,0.7171051502227783,0.9990697503089905,0.7553539872169495
62,0.001,0.3132735284248201,0.5688607692718506,0.6942713856697083,0.6998007297515869,0.9992484450340271,0.7671612501144409
63,0.001,0.3076620892723008,0.5736319422721863,0.6963312029838562,0.7098235487937927,0.9992434978485107,0.7695916891098022
64,0.001,0.2805094063872158,0.5901797413825989,0.7144843935966492,0.7554221153259277,0.9989882111549377,0.7476915121078491
65,0.001,0.263826056872264,0.6056503653526306,0.7289345860481262,0.7708671689033508,0.9990008473396301,0.7471575736999512
66,0.001,0.3241233465695145,0.5664522647857666,0.690239429473877,0.6756113171577454,0.9993897676467896,0.7857983708381653
67,0.001,0.28762614668005765,0.5789321660995483,0.707651674747467,0.7494813799858093,0.9989758729934692,0.7476427555084229
68,0.001,0.32243985822885346,0.5579423904418945,0.6801820397377014,0.6967369914054871,0.9992227554321289,0.7475479245185852
69,0.001,0.2689183525519796,0.5781199932098389,0.7081317901611328,0.8025572299957275,0.9983662366867065,0.6899558305740356
70,0.001,0.3168000307413611,0.5546026229858398,0.6793811321258545,0.7179570198059082,0.9991405010223389,0.735712468624115
71,0.001,0.28143726304025934,0.5772320032119751,0.7063822150230408,0.7692782282829285,0.9988466501235962,0.7235568761825562
72,0.001,0.2961499814939971,0.5752552151679993,0.7029054760932922,0.7326911687850952,0.9990025162696838,0.7513445615768433
73,0.001,0.35671594355366015,0.5139104723930359,0.6296477913856506,0.6918318867683411,0.9989669322967529,0.6694859862327576
74,0.001,0.3259054670239439,0.5595938563346863,0.6815594434738159,0.6853830218315125,0.9992418885231018,0.7612770795822144
75,0.001,0.3404166072902113,0.546703577041626,0.6651681065559387,0.6747624278068542,0.9992417693138123,0.7466928958892822
76,0.001,0.36043209368639656,0.5217524766921997,0.6440944075584412,0.6626290082931519,0.9993028044700623,0.7431696653366089
77,0.001,0.35748802435280075,0.5207570791244507,0.6464719772338867,0.6623581051826477,0.9990609884262085,0.7215022444725037
78,0.001,0.29694465009292753,0.5767001509666443,0.6989739537239075,0.732865035533905,0.9991387724876404,0.7389835119247437
79,0.001,0.30385409428341553,0.5792051553726196,0.7053945660591125,0.7044129967689514,0.9993116855621338,0.7828429341316223
80,0.001,0.30496554268468723,0.5700132250785828,0.6944945454597473,0.719688892364502,0.9991838932037354,0.7475521564483643
81,0.001,0.3023053785361866,0.5705593824386597,0.6961959004402161,0.7218663096427917,0.9991433024406433,0.7427770495414734
82,0.001,0.32191823260618907,0.5536032915115356,0.6812778115272522,0.7013925909996033,0.9990323781967163,0.7524119019508362
83,0.001,0.33561357000086567,0.5411821007728577,0.6707017421722412,0.6835618019104004,0.9992075562477112,0.7554386854171753
84,0.001,0.4351158360443493,0.47098013758659363,0.575327455997467,0.5678125023841858,0.9995476007461548,0.7033222913742065
85,0.001,0.376693059312235,0.5157676339149475,0.6324328184127808,0.6346825361251831,0.9993482828140259,0.7543125152587891
86,0.001,0.3650802733874557,0.5268496870994568,0.6453807950019836,0.6423479914665222,0.9993852376937866,0.7657892107963562
87,0.001,0.28526705208391245,0.5811418294906616,0.7087792158126831,0.7502433657646179,0.9990034699440002,0.7440276145935059
88,0.001,0.3726749833267514,0.5195856690406799,0.6392977833747864,0.6342520713806152,0.9994073510169983,0.7820578813552856
89,0.001,0.3427534994512501,0.5457212924957275,0.6672581434249878,0.6639748811721802,0.9993528127670288,0.7640213966369629
90,0.001,0.2775714739714519,0.5947893261909485,0.7217755913734436,0.7484163045883179,0.9991170763969421,0.7659913897514343
91,0.001,0.33086569592504217,0.5553968548774719,0.6766168475151062,0.6815876960754395,0.9993304014205933,0.7739997506141663
92,0.001,0.32947007618328134,0.5521530508995056,0.6788058876991272,0.6836110949516296,0.9992526769638062,0.7712113261222839
93,0.001,0.44927451280083985,0.4561688005924225,0.5554499626159668,0.5614829063415527,0.9995375871658325,0.6717593669891357
94,0.001,0.32093709353173133,0.5554229617118835,0.6805959939956665,0.7024902701377869,0.9991061091423035,0.7520707845687866
95,0.001,0.33325674156151197,0.5519142150878906,0.6779107451438904,0.6745189428329468,0.999255895614624,0.7789971232414246
96,0.001,0.3588496906922595,0.5334516167640686,0.6564180850982666,0.6426240801811218,0.9993712902069092,0.7825686931610107
97,0.001,0.303334642164778,0.5597172379493713,0.6889756917953491,0.7393648028373718,0.9989063739776611,0.7295854091644287
98,0.001,0.3668663790910551,0.5300061106681824,0.6478825807571411,0.6333385109901428,0.9994198679924011,0.7744464874267578
99,0.001,0.2708770473404686,0.5860762000083923,0.7179057598114014,0.7783790230751038,0.9987901449203491,0.730221688747406
100,0.001,0.33841956487976677,0.543356716632843,0.6665923595428467,0.6786494851112366,0.9992649555206299,0.7607230544090271
101,0.001,0.3659536071342997,0.5188879370689392,0.6343824863433838,0.6582074761390686,0.9991862177848816,0.7340332865715027
102,0.001,0.33169955605327495,0.5464637875556946,0.6704788208007812,0.6905058026313782,0.9991459250450134,0.7463330626487732
103,0.001,0.4791262828477538,0.4389328062534332,0.5348770022392273,0.5166424512863159,0.9996758103370667,0.6696431040763855
104,0.001,0.34743053901313553,0.5379745364189148,0.6612358689308167,0.6649333834648132,0.9992497563362122,0.7623815536499023
105,0.001,0.3987067483439304,0.49812936782836914,0.6128501892089844,0.6059070825576782,0.9994661808013916,0.7587814331054688
106,0.001,0.3400479832498154,0.5456230640411377,0.6681461930274963,0.6719205379486084,0.9992868304252625,0.7652548551559448
107,0.001,0.3220382946552617,0.5525809526443481,0.6788936257362366,0.7025315165519714,0.9991580247879028,0.7532525062561035
108,0.001,0.406734297771265,0.49358293414115906,0.6059951186180115,0.595252513885498,0.9994872212409973,0.7329432368278503
109,0.001,0.2728295025258961,0.5968198776245117,0.7254841923713684,0.754534125328064,0.999110758304596,0.7604424953460693
110,0.001,0.3661189828768815,0.5254680514335632,0.6457440257072449,0.6403152942657471,0.9994033575057983,0.771026611328125
111,0.001,0.2943774697804215,0.5736830234527588,0.7029650211334229,0.7365798950195312,0.9990870952606201,0.7513163685798645
112,0.001,0.3884918913982882,0.5030905604362488,0.6204731464385986,0.6208638548851013,0.9993575215339661,0.7399654984474182
113,0.001,0.3619572886145941,0.5290819406509399,0.651297926902771,0.6423014402389526,0.9994696974754333,0.7730053663253784
114,0.001,0.3471721493371642,0.5320035815238953,0.6570711731910706,0.6722098588943481,0.9992528557777405,0.7541685700416565
115,0.001,0.360358453623139,0.5176699757575989,0.6445149183273315,0.6603853702545166,0.9992538690567017,0.7457248568534851
116,0.001,0.3272997784142447,0.5515826344490051,0.677513599395752,0.6918685436248779,0.9991801381111145,0.7592948079109192
117,0.001,0.34249961199146683,0.5378298759460449,0.659265398979187,0.6795802116394043,0.9993165135383606,0.7471821308135986
118,0.001,0.36192102597491577,0.5245689153671265,0.6480141878128052,0.6465929746627808,0.9993231892585754,0.7700614929199219
119,0.001,0.40455162525177,0.4954448342323303,0.6078205108642578,0.5967249870300293,0.9994446635246277,0.7357936501502991
120,0.001,0.40450889816378605,0.49393242597579956,0.6082341074943542,0.5973296165466309,0.9994969964027405,0.7507715225219727
121,0.001,0.3451839537903814,0.5324344635009766,0.6630235910415649,0.6690520644187927,0.9991998672485352,0.7512546181678772
122,0.001,0.33187908170246844,0.5504947304725647,0.6742422580718994,0.6820952892303467,0.9992911219596863,0.7579689025878906
123,0.001,0.3838209604272748,0.5142534375190735,0.6299481987953186,0.6171888113021851,0.9993990063667297,0.7615365386009216
124,0.001,0.34443399988778745,0.5360583066940308,0.6557672619819641,0.6793665885925293,0.9992378950119019,0.734047532081604
125,0.001,0.36476815750103186,0.5273537039756775,0.6523561477661133,0.6346668004989624,0.9994664192199707,0.7903169393539429
126,0.001,0.33668632849608315,0.5462294220924377,0.6715222001075745,0.6755138635635376,0.9992661476135254,0.7670614123344421
127,0.001,0.3376046779132125,0.5438598990440369,0.6681060194969177,0.6775455474853516,0.9992745518684387,0.7626984119415283
128,0.001,0.45989925082367245,0.4433703124523163,0.5441535711288452,0.5530200004577637,0.99943608045578,0.6585567593574524
129,0.001,0.33641217840780124,0.5484491586685181,0.6760912537574768,0.6703752875328064,0.9993515014648438,0.7887938022613525
130,0.001,0.3370242284076049,0.5342024564743042,0.6603482961654663,0.6935882568359375,0.9991031885147095,0.7403541207313538
131,0.001,0.3963318927453296,0.5018756985664368,0.6209158897399902,0.5997223258018494,0.9994544982910156,0.778085470199585
132,0.001,0.37745148828714203,0.5189350843429565,0.6386576294898987,0.6218684911727905,0.9994784593582153,0.7786503434181213
133,0.001,0.2994455252543534,0.5664957761764526,0.6942461133003235,0.7360276579856873,0.9989758729934692,0.7311447858810425
134,0.001,0.36386999517384144,0.49343016743659973,0.6137881875038147,0.7062668204307556,0.9981896877288818,0.6114282011985779
135,0.001,0.3443408454998885,0.539050281047821,0.6632919311523438,0.6666327118873596,0.9992807507514954,0.7613424062728882
136,0.001,0.3360210415160302,0.5480225086212158,0.6711248755455017,0.6757535338401794,0.9992976784706116,0.7603490352630615
137,0.001,0.3089988674267684,0.5634562969207764,0.6905987858772278,0.7174717783927917,0.9991381764411926,0.7504339814186096
138,0.001,0.35890056060092285,0.5317331552505493,0.655389666557312,0.6422753930091858,0.9994186758995056,0.7838241457939148
139,0.001,0.37886762855076556,0.5203726887702942,0.6383694410324097,0.6163715720176697,0.9994829297065735,0.7796220779418945
140,0.001,0.3594106465283007,0.5289707779884338,0.6494978666305542,0.6497762203216553,0.9993727207183838,0.7620779871940613
141,0.001,0.35109019751595977,0.5309585332870483,0.6544097065925598,0.6653516292572021,0.9992765188217163,0.7548521757125854
142,0.001,0.3225764708943886,0.5387427806854248,0.6726033687591553,0.7142719626426697,0.9990456104278564,0.7331729531288147
143,0.001,0.31855915265508217,0.5534064769744873,0.6817063689231873,0.7065669298171997,0.9991047978401184,0.7523448467254639
144,0.001,0.3491736933736518,0.5360711812973022,0.6612061262130737,0.6587476134300232,0.9993569254875183,0.7755585312843323
145,0.001,0.3256879549215336,0.5559710264205933,0.6830404996871948,0.6837732195854187,0.9993080496788025,0.7724806666374207
146,0.001,0.3287305938135279,0.5502564907073975,0.6807067394256592,0.6835281848907471,0.9992324113845825,0.775416910648346
147,0.001,0.3632809437147462,0.5184084177017212,0.6414601802825928,0.6519337892532349,0.9992702007293701,0.7498037815093994
148,0.001,0.334024700787988,0.5420629978179932,0.6669235229492188,0.6889129877090454,0.9991700649261475,0.7420524954795837
149,0.001,0.36872446478003323,0.52074134349823,0.6443896889686584,0.635615885257721,0.9993962049484253,0.7839000225067139
150,0.001,0.323446792541164,0.5472583770751953,0.6745544075965881,0.7066424489021301,0.9990646243095398,0.7361027002334595
151,0.001,0.3120383248470797,0.5650138258934021,0.6895220279693604,0.7095508575439453,0.9991618990898132,0.7479879856109619
152,0.001,0.33029735737507887,0.5536183714866638,0.6803476810455322,0.6765715479850769,0.9993313550949097,0.7736295461654663
153,0.001,0.3209170758134068,0.5278809666633606,0.6652085185050964,0.7386472821235657,0.9985911846160889,0.6893982291221619
154,0.001,0.324223523092742,0.5438573956489563,0.6761142015457153,0.7021189332008362,0.9990564584732056,0.7415558695793152
155,0.001,0.346910032305387,0.5410796999931335,0.6628682017326355,0.6612021923065186,0.9993540048599243,0.769950807094574
156,0.001,0.3781583551133033,0.5165510773658752,0.6365320086479187,0.6218077540397644,0.9994140267372131,0.770250678062439
157,0.001,0.3849461887142446,0.5109490156173706,0.6217784285545349,0.6238541007041931,0.9993904829025269,0.7240381240844727
158,0.001,0.3348513705895679,0.5538033246994019,0.6777682304382324,0.6678367853164673,0.9993621706962585,0.7809107899665833
159,0.001,0.3607487584104632,0.5223627090454102,0.6444476246833801,0.6550087928771973,0.9992446303367615,0.7448533177375793
160,0.001,0.31368175060442177,0.5650824904441833,0.6918261051177979,0.7017880082130432,0.9991900324821472,0.7663187384605408
161,0.001,0.3275971029064443,0.5554040670394897,0.6836002469062805,0.6786893010139465,0.9993106722831726,0.7855879068374634
162,0.001,0.34266242414417836,0.5248931050300598,0.653806209564209,0.6889531016349792,0.9990336298942566,0.7153761386871338
163,0.001,0.34705282142846894,0.5427884459495544,0.6627614498138428,0.6600652933120728,0.999383807182312,0.7711981534957886
164,0.001,0.30745266451694,0.5593739748001099,0.6907613277435303,0.7223045229911804,0.9990089535713196,0.740411639213562
165,0.001,0.33643582728829713,0.5471897721290588,0.674043595790863,0.6714559197425842,0.9992700219154358,0.7708056569099426
166,0.001,0.36569121450480846,0.5257021188735962,0.6521025896072388,0.6327948570251465,0.9994037747383118,0.7890512943267822
167,0.001,0.32571381507533614,0.5555856823921204,0.6817778944969177,0.6848244667053223,0.9992722868919373,0.7664673328399658
168,0.001,0.3756620494445952,0.5212419629096985,0.6407598853111267,0.6197713017463684,0.9994829297065735,0.777671217918396
169,0.001,0.3406582799288306,0.5494142770767212,0.6729077100753784,0.663293719291687,0.9994216561317444,0.7818806171417236
170,0.001,0.34701653400270066,0.5344974994659424,0.6638239026069641,0.6607877016067505,0.9992645382881165,0.7652330994606018
171,0.001,0.3514308268480962,0.5391665697097778,0.6618731617927551,0.6509875655174255,0.9993864297866821,0.7797759771347046
172,0.001,0.293192463346047,0.5766311287879944,0.70330810546875,0.7371253967285156,0.9990144968032837,0.7433778047561646
173,0.001,0.3575528269947165,0.5324419140815735,0.6549662351608276,0.6463877558708191,0.9993739128112793,0.778063178062439
174,0.001,0.3861725861483281,0.5121436715126038,0.6301499009132385,0.6112152338027954,0.9994901418685913,0.7782552242279053
175,0.001,0.33314286718274105,0.5552136301994324,0.6797814965248108,0.6679909825325012,0.9993749260902405,0.7856743335723877
176,0.001,0.34028425370112503,0.5459957718849182,0.6724494695663452,0.6650204658508301,0.9992601275444031,0.7753679156303406
177,0.001,0.33871797995992226,0.5430068373680115,0.6690004467964172,0.6715764999389648,0.9992932677268982,0.7618085741996765
178,0.001,0.3350971010651919,0.5508586764335632,0.6762248873710632,0.6700528860092163,0.9993420839309692,0.7784432172775269
179,0.001,0.3690876382412297,0.5255115628242493,0.6465120911598206,0.6322994232177734,0.9994290471076965,0.7796189785003662
180,0.001,0.3162857937340689,0.5578554272651672,0.6849908828735352,0.707516610622406,0.9991163015365601,0.7509399056434631
181,0.001,0.34560373573019953,0.5382572412490845,0.6642003059387207,0.6636499762535095,0.9993159174919128,0.7673633694648743
182,0.001,0.4300007719804745,0.4674144685268402,0.5823369026184082,0.5736528038978577,0.9993918538093567,0.7169145345687866
183,0.001,0.3475980729159742,0.5346130728721619,0.6632934808731079,0.6645914912223816,0.9991734027862549,0.7690737843513489
184,0.001,0.33529611507264695,0.5508540868759155,0.6790191531181335,0.6666737198829651,0.9993372559547424,0.7831335067749023
185,0.001,0.34191986239782657,0.5439479947090149,0.6702399253845215,0.6639284491539001,0.9993025064468384,0.7714468240737915
186,0.001,0.30685742361710805,0.5674987435340881,0.6963557600975037,0.7151733636856079,0.999138355255127,0.7626366019248962
187,0.001,0.3439857694182065,0.5262907147407532,0.6518967747688293,0.6877485513687134,0.9990149736404419,0.7116419672966003
188,0.001,0.3272220521870226,0.5567986369132996,0.6814602613449097,0.6833106279373169,0.9993024468421936,0.7696278095245361
189,0.001,0.28604333943659715,0.5832563638687134,0.710119366645813,0.7425019145011902,0.9989706873893738,0.7505418658256531
190,0.001,0.32435541754902,0.5654396414756775,0.6904587745666504,0.674723207950592,0.9993970990180969,0.7913179993629456
191,0.001,0.3147135005138888,0.5682491660118103,0.6929436922073364,0.697137713432312,0.9992389678955078,0.7762304544448853
192,0.001,0.32404025415382764,0.5646097660064697,0.6909453868865967,0.6747154593467712,0.9993595480918884,0.791763961315155
193,0.001,0.3627881460850782,0.5323300361633301,0.652929425239563,0.6367806196212769,0.9994746446609497,0.7924433946609497
194,0.001,0.3498278732347016,0.5385399460792542,0.6658443212509155,0.6526902318000793,0.9993385076522827,0.7909160852432251
195,0.001,0.32814841400278677,0.5612407326698303,0.6850525736808777,0.6766120195388794,0.9993248581886292,0.7873706221580505
196,0.001,0.35090409470076606,0.5353333353996277,0.6605972647666931,0.6559563279151917,0.9993391036987305,0.7734320759773254
197,0.001,0.33758882661857226,0.5545072555541992,0.6838923692703247,0.6553881764411926,0.9993916749954224,0.8063260316848755
198,0.001,0.31216299828916494,0.5670377612113953,0.6943551898002625,0.7040801644325256,0.9991974830627441,0.7753811478614807
199,0.001,0.3752208977642626,0.5214642286300659,0.6417248249053955,0.6236571073532104,0.9994677901268005,0.788468062877655
